ams	bf829156-cc6d-4fd1-8d05-78cbdb5e5776	45.63.43.153	vc2-1c-1gb	confirmed
atl	3e828d7d-9e77-4190-8408-c5d90e645afa	45.76.61.64	vc2-1c-1gb	confirmed
blr	07a698b5-1800-4e23-a8da-4fbfbaa75f1c	139.84.223.244	vc2-1c-1gb	confirmed
ord	1f7b3900-1bcc-475b-a3c6-432d86d8de1f	64.177.9.215	vc2-1c-1gb	confirmed
dfw	e7920f77-c11e-4e39-9491-1f1b7e26bbb8	45.76.238.92	vc2-1c-1gb	confirmed
fra	2012629e-ef2d-4c28-8655-c716724f5120	45.76.85.55	vc2-1c-1gb	confirmed
hnl	578e4a9a-e142-4dc5-b704-2a0fa9577b05	208.83.236.183	vhp-1c-1gb-intel	confirmed
jnb	45ed8948-7562-4fe7-880f-318ffe2a872f	139.84.251.73	vc2-1c-1gb	confirmed
lhr	42073a27-9d5b-44a8-90ef-1df29a79caa0	45.63.98.245	vc2-1c-1gb	confirmed
lax	6e8dfb95-5633-4abd-b7f0-386c67c0f984	149.28.70.185	vc2-1c-1gb	confirmed
mad	d5556891-24ec-4ded-bffc-59e39190f758	208.85.16.69	vc2-1c-1gb	confirmed
mel	9e3d5eb3-4134-42ff-ba64-867a7dc1a217	139.84.205.11	vc2-1c-1gb	confirmed
mex	d89bfc23-7cec-4abf-824d-7273487ea6f4	216.238.69.118	vc2-1c-1gb	confirmed
mia	0f24c492-cd8b-4957-89bd-f3fe701cc57c	144.202.34.109	vc2-1c-1gb	confirmed
mxp	529fca0d-e6da-4eec-8176-16a4608854ab	66.245.203.167	voc-c-1c-2gb-25s-amd	confirmed
bom	f38b4f42-441a-4eea-93b2-d1d176be1fae	65.20.81.61	vc2-1c-1gb	confirmed
ewr	e82db0a5-6f08-4fef-8352-fedbedcd14fd	207.246.93.231	vc2-1c-1gb	confirmed
itm	87a4e98a-f9d0-4f77-adcd-f6ec3adfd976	64.176.55.188	vc2-1c-1gb	confirmed
cdg	392f3cba-c6ea-490b-9902-57fa86a075ff	104.238.190.148	vc2-1c-1gb	confirmed
scl	dbd42a60-95aa-4e19-9b93-2dd5eb9bb817	64.176.25.128	vc2-1c-1gb	confirmed
sao	e9318de7-aa33-45ab-8161-06c38ac4a09d	216.238.127.116	vc2-1c-1gb	confirmed
sea	f756c5af-0347-4ebc-ab2e-5ce83bc6dd18	66.42.76.67	vc2-1c-1gb	confirmed
icn	9024280e-c104-4590-801c-e38b81e44540	158.247.203.155	vc2-1c-1gb	confirmed
sjc	3317ef0b-ce18-4efc-acff-fed007fadc74	149.28.193.176	vc2-1c-1gb	confirmed
sgp	f49efbad-f18b-42ff-b8dc-bc4e0c5e8c82	45.76.189.244	vc2-1c-1gb	confirmed
sto	7d2e956b-8473-4d6a-b4c2-743d0c845005	70.34.201.250	vc2-1c-1gb	confirmed
syd	d74335f0-ccaf-48d4-b21c-d54e073465b3	45.32.188.226	vc2-1c-1gb	confirmed
tlv	4dcb6d3c-ba46-46a6-bb69-4ce6e6e63c84	64.176.162.221	vc2-1c-1gb	confirmed
