atl	f397a8c6-c565-4b72-9556-a1ddd4ad2a00	155.138.203.127	vc2-1c-1gb	confirmed
ewr	2abe724c-bee9-4c25-a176-34f9dd85e9e6	45.77.204.64	vc2-1c-1gb	confirmed
ams	2478bd9a-8279-4be9-9cf3-34ff4dbe8d53	95.179.145.180	vc2-1c-1gb	confirmed
blr	28597d7c-0e2c-4607-89aa-e2f6c6aa0f83	139.84.222.221	vc2-1c-1gb	confirmed
bom	1a6a0443-23f3-40a1-aa73-f7443b059216	65.20.77.188	vc2-1c-1gb	confirmed
cdg	41c62759-12de-40b1-a0de-03511dd4a16f	45.76.46.252	vc2-1c-1gb	confirmed
del	44cfbd90-f8da-4ca3-afb2-f056622137fa	139.84.177.189	vc2-1c-1gb	confirmed
dfw	462b270f-a74e-4077-b137-089021e1155d	207.148.4.82	vc2-1c-1gb	confirmed
fra	90e35292-b5a3-44fe-9260-b0c90ca3d57b	136.244.93.25	vc2-1c-1gb	confirmed
hnl	c1a49300-c233-407c-9b9d-76f2f1b14c95	208.83.238.217	vhp-1c-1gb-intel	confirmed
icn	7853aeb0-61d1-45af-a308-098bf2a1f36a	158.247.192.255	vc2-1c-1gb	confirmed
jnb	c6e5d2a9-9b4e-419d-aa55-50a4f89848c9	139.84.251.114	vc2-1c-1gb	confirmed
lax	f252627f-e141-4990-b1b2-23cad583caa6	45.77.86.122	vc2-1c-1gb	confirmed
lhr	bd185d73-45b5-4e35-937e-31e9eacbd86a	192.248.147.141	vc2-1c-1gb	confirmed
mad	bdb2ddbe-9ac9-4784-aeae-0221f1321fda	65.20.109.195	vc2-1c-1gb	confirmed
man	f240a7bf-c97f-45e2-9a46-da4d4503526e	64.176.179.41	vc2-1c-1gb	confirmed
mex	3a700f4e-3197-4752-ab62-3621f788ca21	64.177.86.149	vc2-1c-1gb	confirmed
mia	5b7934c6-b167-4038-aa0d-da3ed32419e9	144.202.43.98	vc2-1c-1gb	confirmed
mxp	0846a447-58e7-43e8-9133-f7488a63065e	66.245.205.191	voc-c-1c-2gb-25s-amd	confirmed
nrt	df765dca-22d7-4c68-858e-daa69f0493c2	198.13.56.36	vc2-1c-1gb	confirmed
ord	e93d9843-dc67-407a-b935-44604d26f08f	64.177.9.204	vc2-1c-1gb	confirmed
sao	bfd0a10b-3ea1-412b-ab9e-febff348b60a	216.128.169.45	vc2-1c-1gb	confirmed
scl	5be80912-d965-4726-83ce-a1019f15cbd1	64.176.24.34	vc2-1c-1gb	confirmed
sea	8a098254-e0c3-4d3f-822a-594f607d633e	66.42.77.233	vc2-1c-1gb	confirmed
sgp	19f5f8e0-2622-4292-b0ec-4aa499f9e5a8	45.32.114.150	vc2-1c-1gb	confirmed
sjc	db853434-7901-4666-8935-53036c82103c	45.77.0.183	vc2-1c-1gb	confirmed
syd	6c8985dc-0b7d-4ca7-9942-f9521b1f0015	45.32.190.157	vc2-1c-1gb	confirmed
tlv	f64668b8-a714-4ceb-a1d8-042c161e0129	64.176.164.122	vc2-1c-1gb	confirmed
yto	c7400c77-0bcd-4aeb-8bca-6ca3379602f0	149.248.50.153	vc2-1c-1gb	confirmed
