mia	7866ca70-4692-4e13-bf1e-f65624618fdd	144.202.38.228	vc2-1c-1gb	confirmed
mxp	45a2d24b-df08-4e57-8c7a-ec171aa0759a	66.245.207.49	voc-c-1c-2gb-25s-amd	confirmed
bom	e845557a-8ae4-4d19-b506-f3789d5972be	65.20.67.71	vc2-1c-1gb	confirmed
ewr	73511ffd-46d1-41f3-ab58-462d95672f37	108.61.70.152	vc2-1c-1gb	confirmed
itm	8e1e38d5-47bc-4bea-b83a-3eb6eacacee4	64.176.39.98	vc2-1c-1gb	confirmed
cdg	69a3c693-0e64-4436-b507-6bceaff94770	104.238.188.120	vc2-1c-1gb	confirmed
scl	27d9e1be-d026-41f6-9b30-1b0df8a6b13a	64.176.15.159	vc2-1c-1gb	confirmed
sao	51cd909a-f363-446f-a9e4-e24407d055a6	216.238.116.204	vc2-1c-1gb	confirmed
sea	7a029db2-6162-4176-8514-c9ea0667117d	137.220.36.31	vc2-1c-1gb	confirmed
icn	7830fc40-7f66-4e0b-856b-aebe603b78ec	158.247.230.77	vc2-1c-1gb	confirmed
sjc	a91c6bfd-d731-4538-b1a0-ab19b3239fed	45.63.91.123	vc2-1c-1gb	confirmed
sgp	c0a0faee-5371-4346-8e54-0294246d6684	139.180.136.43	vc2-1c-1gb	confirmed
sto	d04b00aa-2bba-435b-b544-2c2e9382c013	70.34.223.205	vc2-1c-1gb	confirmed
syd	2b753e57-a220-4579-82ce-9508e62fdf20	207.148.84.152	vc2-1c-1gb	confirmed
tlv	d5d48dc4-8f64-4d83-971b-46ef4d781c17	64.177.69.241	vc2-1c-1gb	confirmed
nrt	ff0ee36f-0868-4f05-8e7d-f88656c26f96	45.32.43.236	vc2-1c-1gb	confirmed
yto	2beab272-1c79-40db-b96f-79823f19982a	149.248.62.229	vc2-1c-1gb	confirmed
waw	d034fc86-29dd-42d2-9e14-d71578e99057	64.176.67.189	vc2-1c-1gb	confirmed
