src,ams,blr,ord,dfw,del,fra,hnl,jnb,lhr,lax,mad,man,mel,mex,mia,mxp,bom,itm,cdg,scl,sao,sea,icn,sjc,sgp,sto,syd,tlv,nrt,yto
mad,0.08193979933110364,0.34782608695652173,0.006688963210702341,0.013377926421404682,0.0,0.08528428093645492,0.013377926421404682,0.006688963210702341,0.08127090301003412,0.013377926421404682,0.022494983277591973,0.07123745819398057,0.006688963210702341,0.006688963210702341,0.451505016722408,0.07357859531772623,0.3076923076923077,0.12040133779264214,0.07090301003344487,0.04013377926421405,0.0,0.026755852842809364,0.11371237458193979,0.38461538461538464,0.020066889632107024,0.0494983277591967,0.013377926421404682,0.18093645484949755,0.020066889632107024,0.013377926421404682
man,0.04280936454849483,0.08695652173913043,0.051170568561873186,0.020066889632107024,0.0,0.06789297658862938,0.0,0.013377926421404682,0.12210702341137121,0.006688963210702341,0.05551839464883003,0.0059498327759197325,0.006688963210702341,0.013377926421404682,0.0,0.019732441471572187,0.0,0.06688963210702341,0.08260869565217425,0.046822742474916385,0.020066889632107024,0.0,0.0,0.0,0.013377926421404682,0.033444816053512086,0.47157190635451507,0.15250836120401365,0.006688963210702341,0.12040133779264214
mel,0.0802675585284281,0.0,0.0,0.046822742474916385,0.08695652173913043,0.026755852842809364,0.0,0.0,0.18729096989966554,0.0,0.033444816053511704,0.0,0.012785953177257526,0.08695652173913043,0.20735785953177258,0.09364548494983277,0.17725752508361203,0.15719063545150502,0.006688963210702341,0.34448160535117056,0.0,0.0,0.0,0.04013377926421405,0.006688963210702341,0.1605351170568562,0.05418060200668894,0.06020066889632107,0.391304347826087,0.0
mex,0.0,0.020066889632107024,0.05484949832775993,0.07558528428093662,0.0,0.033444816053511704,0.04347826086956446,0.0,0.09364548494983277,0.05050167224080118,0.020066889632107024,0.006688963210702341,0.2408026755852843,0.014581939799331103,0.05819397993311072,0.04013377926421405,0.0,0.1605351170568562,0.013377926421404682,0.0,0.26174496644295303,0.05819397993310944,0.013377926421404682,0.044481605351170725,0.0,0.0,0.0,0.0,0.06020066889632107,0.06354515050167146
mia,0.6020066889632107,0.020066889632107024,0.18528428093645286,0.22775919732441485,0.23411371237458195,0.48494983277591974,0.006688963210702341,0.4214046822742475,0.24749163879598662,0.05618729096990027,0.5016722408026756,0.0,0.20735785953177258,0.05484949832776107,0.012183946488294314,0.2140468227424749,0.17391304347826086,0.1605351170568562,0.006688963210702341,0.05050167224080546,0.0802675585284281,0.17759197324414494,0.08695652173913043,0.08996655518394893,0.08361204013377926,0.26755852842809363,0.0,0.0802675585284281,0.4013377926421405,0.14381270903010018
mxp,0.026755852842809697,0.0,0.006688963210702341,0.006688963210702341,0.411371237458194,0.05555183946488302,0.0,0.006688963210702341,0.05652173913043535,0.411371237458194,0.055518394648829614,0.013043478260869655,0.12709030100334448,0.11371237458193979,0.24749163879598662,0.0026989966555183947,0.033444816053511704,0.31438127090301005,0.04816053511705735,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.011371237458194117,0.05351170568561873,0.09498327759197288,0.013377926421404682,0.006688963210702341
bom,0.2608695652173913,0.2913043478260868,0.0,0.046822742474916385,0.04113712374581965,0.026755852842809364,0.026755852842809364,0.0,0.10702341137123746,13.859712230215827,0.3779264214046823,0.0,0.18729096989966554,0.0,0.26755852842809363,0.0,0.01305685618729097,0.47315436241610737,0.020066889632107024,0.006688963210702341,0.046822742474916385,0.0,0.0,0.006688963210702341,0.053177257525083704,0.0,13.767605633802816,0.013377926421404682,0.2408026755852843,0.41471571906354515
itm,0.06020066889632107,0.5986622073578596,0.006688963210702341,0.04013377926421405,0.12709030100334448,0.32441471571906355,0.22073578595317725,0.5351170568561873,0.0,0.0,0.006688963210702341,0.0,0.10702341137123746,0.0,0.18729096989966554,0.11371237458193979,0.44481605351170567,0.01868227424749164,0.44481605351170567,0.2408026755852843,0.11371237458193979,0.16521739130435023,0.061872909698995206,0.3277591973244147,0.18729096989966612,0.0,0.006688963210702341,0.046822742474916385,0.061872909698996566,0.16722408026755853
cdg,0.051806020066889634,0.013377926421404682,0.057190635451506044,0.013377926421404682,0.006688963210702341,0.08391304347826085,0.013377926421404682,0.0,0.06769230769230769,0.020066889632107024,0.06822742474916382,0.03913043478260918,0.013377926421404682,0.006688963210702341,0.006688963210702341,0.0491638795986626,0.020066889632107024,0.3745819397993311,0.016976588628762543,0.0,0.0,0.006688963210702341,0.0,0.0,0.06688963210702341,0.04347826086956528,0.0,0.1444816053511695,0.07023411371237458,0.06655518394649083
scl,0.006688963210702341,0.020066889632107024,0.16387959866220736,0.09364548494983277,0.026755852842809364,0.033444816053511704,0.006688963210702341,0.0,0.09364548494983277,0.13043478260869565,0.020066889632107024,0.0,0.36789297658862874,0.006688963210702341,0.06053511705685926,0.0,0.0,0.34782608695652173,0.026755852842809364,0.005836120401337793,0.043812709030098415,0.0,0.6889632107023411,0.0,0.026755852842809364,0.013377926421404682,14.065292096219931,0.5117056856187291,0.046822742474916385,0.0
