dst,min,avg,max,stddev,jitter,loss_pct,sent,received
95.179.142.10,276.0,276.00666666666666,278.0,0.11527744310527055,0.013377926421404682,0.0,300,300
155.138.165.199,191.0,191.01666666666668,195.0,0.23746344747958345,0.033444816053511704,0.0,300,300
139.84.137.55,241.0,279.7060931899642,292.0,15.908778898053676,10.816546762589928,7.0,300,279
64.177.8.222,197.0,197.00333333333333,198.0,0.057638721552635275,0.006688963210702341,0.0,300,300
216.128.138.33,167.0,167.02666666666667,168.0,0.16110727964792762,0.043478260869565216,0.0,300,300
139.84.172.227,283.0,321.71985815602835,334.0,15.857618791569733,10.651245551601424,6.0,300,282
199.247.21.130,281.0,281.8666666666667,284.0,0.3681787005729087,0.23745819397993312,0.0,300,300
208.83.234.83,194.0,194.05666666666667,204.0,0.648168359473233,0.11371237458193979,0.0,300,300
139.84.229.211,341.0,341.06666666666666,346.0,0.3590109871423003,0.10033444816053512,0.0,300,300
104.238.173.106,271.0,271.00666666666666,273.0,0.11527744310527055,0.013377926421404682,0.0,300,300
144.202.127.45,138.0,138.08666666666667,139.0,0.28134597128012256,0.12040133779264214,0.0,300,300
208.85.20.142,296.0,296.0,296.0,0.0,0.0,0.0,300,300
64.176.186.134,279.0,279.0,279.0,0.0,0.0,0.0,300,300
139.84.198.104,11.1,11.228333333333333,11.6,0.07459148000200128,0.06220735785953216,0.0,300,300
64.177.81.52,189.0,189.0,189.0,0.0,0.0,0.0,300,300
45.77.115.116,205.0,205.0,205.0,0.0,0.0,0.0,300,300
66.245.212.145,304.0,304.2133333333333,305.0,0.4096611065529924,0.3110367892976589,0.0,300,300
65.20.77.38,259.0,297.2762237762238,310.0,16.266054825503566,10.719298245614034,4.666666666666667,300,286
207.246.87.28,201.0,201.03666666666666,205.0,0.31935699286048036,0.07357859531772576,0.0,300,300
64.176.40.159,136.0,136.00333333333333,137.0,0.057638721552635275,0.006688963210702341,0.0,300,300
136.244.114.5,276.0,276.00333333333333,277.0,0.057638721552635275,0.006688963210702341,0.0,300,300
64.176.21.115,324.0,324.01,327.0,0.17291616465790582,0.020066889632107024,0.0,300,300
216.128.169.144,315.0,315.0133333333333,319.0,0.2305548862105411,0.026755852842809364,0.0,300,300
144.202.95.83,169.0,169.85333333333332,170.0,0.35377331097124265,0.0033444816053511705,0.0,300,300
64.176.233.149,148.0,148.06,149.0,0.23748684174075835,0.10702341137123746,0.0,300,300
104.207.148.78,152.0,152.01,154.0,0.12871156384205215,0.016722408026755852,0.0,300,300
45.76.155.46,179.0,179.21666666666667,187.0,1.0846146269015964,0.24749163879598662,0.0,300,300
65.20.114.21,297.0,297.17,298.0,0.37563279941985894,0.23076923076923078,0.0,300,300
45.76.125.18,0.016,0.025786666666666666,0.084,0.010985194076068428,0.007953177257525083,0.0,300,300
64.177.69.3,349.0,350.03344481605353,358.0,0.48269571849533605,0.087248322147651,0.3333333333333333,300,299
