src,itm,waw,sto,mel,atl,ewr
itm,0.05538333333333333,256.06666666666666,255.14666666666668,119.08666666666667,167.03333333333333,168.07
waw,256.0566666666667,0.03491333333333333,29.408666666666665,294.0,124.00671140939598,103.4
sto,255.08666666666667,29.41133333333333,0.03675,311.0133333333333,117.12,101.36333333333333
mel,119.15333333333334,294.0,311.00666666666666,0.04796333333333333,202.01,201.06333333333333
atl,167.18333333333334,124.01003344481606,117.17845117845118,202.01,0.09139333333333333,21.19633333333333
ewr,167.89333333333335,103.29666666666667,101.43,200.94333333333333,20.893,0.23741
