dst,min,avg,max,stddev,jitter,loss_pct,sent,received
45.63.43.153,96.7,96.806734006734,97.9,0.16500721325455348,0.09831081081081036,1.0,300,297
45.76.61.64,0.016,0.03391,0.09,0.014087177384652564,0.01228428093645485,0.0,300,300
139.84.223.244,273.0,273.02666666666664,274.0,0.16110727964792762,0.05351170568561873,0.0,300,300
64.177.9.215,34.9,35.09799331103679,37.3,0.2430216417315682,0.13724832214765173,0.3333333333333333,300,299
45.76.238.92,15.9,16.046153846153846,18.0,0.22843862141964988,0.1194630872483222,0.3333333333333333,300,299
45.76.85.55,99.7,99.84983164983164,101.0,0.17390824995476456,0.0851351351351377,1.0,300,297
208.83.236.183,108.0,108.03678929765886,110.0,0.2052432908704516,0.06040268456375839,0.3333333333333333,300,299
139.84.251.73,246.0,246.90969899665552,248.0,0.3683183919180255,0.26174496644295303,0.3333333333333333,300,299
45.63.98.245,91.9,92.39393939393939,94.3,0.5824859383545451,0.08918918918918776,1.0,300,297
149.28.70.185,48.2,48.393979933110366,50.2,0.24745638364099257,0.12919463087248392,0.3333333333333333,300,299
208.85.16.69,117.0,117.21739130434783,120.0,0.48684900867599634,0.24496644295302014,0.3333333333333333,300,299
139.84.205.11,202.0,202.02341137123747,203.0,0.15120608100946242,0.040268456375838924,0.3333333333333333,300,299
216.238.69.118,45.9,46.022222222222226,47.2,0.16405358955814936,0.07702702702702764,1.0,300,297
144.202.34.109,12.8,12.88628762541806,14.0,0.1443909972296867,0.07785234899328843,0.3333333333333333,300,299
66.245.203.167,111.0,111.02341137123746,112.0,0.15120608100946242,0.04697986577181208,0.3333333333333333,300,299
65.20.81.61,246.0,246.0702341137124,248.0,0.2683099815402218,0.1342281879194631,0.3333333333333333,300,299
207.246.93.231,21.1,21.272666666666666,21.4,0.0636623035154157,0.04581939799331119,0.0,300,300
64.176.55.188,152.0,152.03666666666666,153.0,0.18794207145347266,0.06688963210702341,0.0,300,300
104.238.190.148,92.1,92.213,94.2,0.17126295571430591,0.09765886287625594,0.0,300,300
64.176.25.128,115.0,115.0,115.0,0.0,0.0,0.0,300,300
216.238.127.116,117.0,117.16333333333333,141.0,1.9139807267112754,0.3277591973244147,0.0,300,300
66.42.76.67,74.8,74.93933333333334,75.2,0.07061318731102502,0.05284280936454663,0.0,300,300
158.247.203.155,191.0,191.01333333333332,195.0,0.2305548862105411,0.026755852842809364,0.0,300,300
149.28.193.176,63.3,63.39833333333333,63.6,0.07186020379103468,0.059866220735786804,0.0,300,300
45.76.189.244,245.0,245.00666666666666,247.0,0.11527744310527055,0.013377926421404682,0.0,300,300
70.34.201.250,118.0,119.64,123.0,0.7897678983937834,0.06020066889632107,0.0,300,300
45.32.188.226,191.0,191.0,191.0,0.0,0.0,0.0,300,300
64.176.162.221,150.0,150.00334448160535,151.0,0.05773470401883635,0.006711409395973154,0.3333333333333333,300,299
