ams	7b8d8654-4895-482b-becd-ecc5e9f8575f	95.179.178.143	vc2-1c-1gb	confirmed
blr	526cd698-a7b0-4444-ac86-f5f406382914	139.84.146.167	vc2-1c-1gb	confirmed
bom	eddef0c2-262b-4584-9911-8789ad671b70	65.20.87.63	vc2-1c-1gb	confirmed
cdg	d3b5bd16-7f8c-4d58-b308-09e88eb41582	95.179.215.109	vc2-1c-1gb	confirmed
del	cdc7c2ee-e9d7-423d-af48-c34f3c57d49c	139.84.172.90	vc2-1c-1gb	confirmed
dfw	054e0df6-7bf7-4299-9ea9-5f3fad81dfc6	108.61.222.75	vc2-1c-1gb	confirmed
fra	83cf6fdc-4224-4073-bd27-64533eef4a33	45.32.152.237	vc2-1c-1gb	confirmed
hnl	9dc625a6-c3f8-4325-96c9-2f38d104beed	208.83.239.22	vhp-1c-1gb-intel	confirmed
icn	87d3188f-97f2-47f7-8707-c9385f46e954	158.247.248.103	vc2-1c-1gb	confirmed
jnb	78e5bff7-bdcb-4389-a7c1-88aed197ac1c	139.84.249.179	vc2-1c-1gb	confirmed
lax	3d4379e0-25f8-4a64-ac91-4e756314b17c	149.248.8.212	vc2-1c-1gb	confirmed
lhr	fe071f33-9c9c-4ad2-9b17-0b9b045f51ba	192.248.148.180	vc2-1c-1gb	confirmed
mad	0b255fb2-4167-4a42-8f9e-aa16af6ead0a	65.20.111.217	vc2-1c-1gb	confirmed
man	3350cf5f-de89-4a9b-9af3-1bf43b887366	64.176.182.100	vc2-1c-1gb	confirmed
mel	2c9e5333-d883-43ca-8078-bd326f2ecc48	67.219.105.120	vc2-1c-1gb	confirmed
mex	07809df7-9e32-44a2-b896-daf176179eb1	216.238.86.195	vc2-1c-1gb	confirmed
mia	2cc3e5f3-2c5e-43c2-a48f-d431414ef8ed	140.82.27.185	vc2-1c-1gb	confirmed
mxp	868ea50d-5939-45a5-b40a-20af1ea2cdfd	66.245.206.110	vhp-1c-1gb-amd	confirmed
nrt	4798c07a-0c30-49c8-bf20-00613eece993	207.148.104.211	vc2-1c-1gb	confirmed
ord	f2ab51a0-b12a-4b71-9c34-c60ac0c7ea2e	64.177.9.45	vc2-1c-1gb	confirmed
sao	816f7e18-adef-4914-8031-ba5bcf7b9c3e	216.238.110.114	vc2-1c-1gb	confirmed
scl	e2ad39e4-c0a1-44ff-9f5d-3dd49500eb1c	64.176.12.237	vc2-1c-1gb	confirmed
sea	5e136cd8-0da6-4604-a81c-7f5f5b649fda	144.202.89.250	vc2-1c-1gb	confirmed
sgp	a01f03f5-4b7e-4330-9407-6b6f3005ca8e	45.76.155.177	vc2-1c-1gb	confirmed
sjc	0dc30b42-d969-474f-9b6f-c54d5f616b55	45.63.84.199	vc2-1c-1gb	confirmed
syd	1475c408-12f5-4395-8dc5-5b16ee565623	45.32.241.11	vc2-1c-1gb	confirmed
tlv	7605d81e-b2ec-4769-8325-7acdfc7578eb	64.177.65.170	vc2-1c-1gb	confirmed
yto	a73ac412-6d1f-4850-a524-7e0cdb1176bc	155.138.151.83	vc2-1c-1gb	confirmed
