src,ams,blr,bom,cdg,del,dfw,fra,hnl,icn,jnb,lax,lhr,mad,man,mel,mex,mia,mxp,nrt,ord,sao,scl,sea,sgp,sjc,syd,tlv,yto
lax,0.4013377926421405,12.394160583941606,12.049295774647888,0.10033444816053512,12.121863799283155,0.044816053511706325,0.046822742474916385,0.04615384615384681,0.0,0.033444816053511704,0.009842809364548495,0.026755852842809364,0.0,0.020066889632107024,0.05351170568561873,0.04782608695652094,0.09799331103678979,0.0,0.04414715719063579,0.05886287625418016,0.0,0.020066889632107024,0.06856187290969931,0.3400673400673401,0.049130434782608735,0.09698996655518395,0.046822742474916385,0.06822742474916389
lhr,0.058695652173912996,0.05351170568561873,0.17391304347826086,0.11314381270903008,0.020066889632107024,0.006688963210702341,0.0595317725752507,0.020066889632107024,0.033444816053511704,0.0,0.013377926421404682,0.011709030100334448,0.06722408026755915,0.0441471571906354,0.0,0.0,0.08695652173913043,0.04782608695652124,0.0,0.11772575250836183,0.026755852842809364,0.006688963210702341,0.12709030100334448,0.056856187290969896,0.06020066889632107,0.08695652173913043,0.15050167224080338,0.08394648829431654
mad,0.06521739130434727,0.2608695652173913,0.046822742474916385,0.1046822742474914,0.013377926421404682,0.033444816053511704,0.10066889632107057,0.006688963210702341,0.020066889632107024,0.08695652173913043,0.013377926421404682,0.05953177257525147,0.016133779264214047,0.0488294314381275,0.04013377926421405,0.04013377926421405,0.05351170568561873,0.0461538461538465,0.08695652173913043,0.08695652173913043,0.27424749163879597,0.29431438127090304,0.0,0.1605351170568562,0.12709030100334448,0.0903010033444816,0.10501672240802584,0.0
man,0.050836120401337614,0.1605351170568562,0.0,0.09364548494983327,0.026755852842809364,0.0,0.06956521739130486,0.013377926421404682,0.013377926421404682,0.10033444816053512,0.006688963210702341,0.05153846153846148,0.07190635451505045,0.00997324414715719,0.15384615384615385,0.0,0.04013377926421405,0.04147157190635498,0.0,0.0528428093645492,0.06688963210702341,0.29431438127090304,0.0,0.4280936454849498,0.0,0.013377926421404682,0.20568561872909574,0.1806020066889632
mel,0.4414715719063545,0.020066889632107024,0.033444816053511704,0.05351170568561873,0.006688963210702341,0.0,0.27424749163879597,0.006688963210702341,0.0,0.026755852842809364,0.046822742474916385,0.0,0.013377926421404682,0.013377926421404682,0.013046822742474916,0.006688963210702341,0.006688963210702341,0.006688963210702341,0.22073578595317725,0.006688963210702341,0.026755852842809364,0.020066889632107024,0.451505016722408,0.07357859531772576,0.006688963210702341,0.03511705685618739,0.41471571906354515,0.006688963210702341
mex,0.3277591973244147,0.006688963210702341,0.0,0.09364548494983277,0.1806020066889632,0.05484949832775922,0.020066889632107024,0.0,0.0,0.12709030100334448,0.04448160535117091,0.0,0.046822742474916385,0.006688963210702341,0.020066889632107024,0.0134314381270903,0.11638795986621868,0.0,0.013377926421404682,0.0505016722408013,0.0802675585284281,0.0,0.06387959866220563,0.006688963210702341,0.050167224080267796,0.013377926421404682,0.013377926421404682,0.07458193979933207
mia,0.19732441471571907,0.07357859531772576,0.2608695652173913,0.1605351170568562,0.06020066889632107,0.10501672240802691,0.09698996655518395,0.026755852842809364,0.10033444816053512,0.28762541806020064,0.09331103678929809,0.14046822742474915,0.06688963210702341,0.046822742474916385,0.046822742474916385,0.12408026755852736,0.014705685618729097,0.19732441471571907,0.0802675585284281,0.14013377926421458,0.1939799331103679,0.09899665551839625,0.11170568561872869,0.14046822742474915,0.1193979933110397,0.046822742474916385,0.0802675585284281,0.13311036789297773
mxp,0.03143812709030145,0.36454849498327757,0.026755852842809364,0.12583892617449627,0.0,0.0,0.042006688963210755,0.0,0.24414715719063546,0.0,0.020066889632107024,0.05083612040133828,0.04749163879598592,0.034113712374582356,0.0,0.0,0.15384615384615385,0.0022575250836120403,0.0,0.0,0.13377926421404682,0.0,0.0,0.0,0.0,0.020066889632107024,0.17692307692307724,0.020066889632107024
nrt,0.44816053511705684,0.0,0.0,0.046822742474916385,0.013377926421404682,0.0,0.033444816053511704,0.020066889632107024,0.04314381270902958,0.0,0.05384615384615088,0.016722408026755852,0.04013377926421405,0.0,0.3712374581939799,0.013377926421404682,0.08695652173913043,0.0,0.012709030100334449,0.0,0.06020066889632107,0.0,0.05317725752508596,0.044816053511703806,0.013377926421404682,0.020066889632107024,0.14046822742474915,0.013377926421404682
ord,0.0,0.0,0.026755852842809364,0.13043478260869357,0.20066889632107024,0.06220735785953104,0.3612040133779264,0.05050167224080128,0.2140468227424749,0.0,0.058193979933109624,0.11839464882943126,0.046822742474916385,0.05551839464883093,0.0,0.060200668896319504,0.10668896321070308,0.006688963210702341,0.0,0.019187290969899667,0.04013377926421405,0.10033444816053512,0.06120401337792729,0.026755852842809364,0.05384615384615418,0.0,0.026755852842809364,0.08963210702341183
sao,0.013377926421404682,0.06020066889632107,0.18729096989966554,0.06020066889632107,0.04013377926421405,0.0,0.33444816053511706,0.11371237458193979,0.05351170568561873,0.11371237458193979,0.0,0.10702341137123746,0.2842809364548495,0.006688963210702341,0.0,0.046822742474916385,0.0802675585284281,0.12040133779264214,0.006688963210702341,0.013377926421404682,0.019993311036789297,0.10836120401337843,0.06688963210702341,0.22073578595317725,0.12374581939799331,0.006688963210702341,0.04013377926421405,0.08361204013377926
scl,0.0,0.020066889632107024,0.25418060200668896,0.026755852842809364,0.10702341137123746,0.013377926421404682,0.0,0.046822742474916385,0.27424749163879597,0.04013377926421405,0.24749163879598662,0.020066889632107024,0.21070234113712374,0.44481605351170567,0.0,0.0,0.10635451505016817,0.006688963210702341,0.013377926421404682,0.12374581939799331,0.04983277591973315,0.005287625418060201,0.0,0.33444816053511706,0.0,0.046822742474916385,0.5351170568561873,0.0
sea,0.0,0.0,0.0,0.08695652173913043,0.12709030100334448,0.04849498327759231,0.046822742474916385,0.10367892976588895,0.07357859531772576,0.0,0.057859531772575266,0.1605351170568562,0.0,0.0,0.391304347826087,0.06421404682274054,0.1193979933110379,0.006688963210702341,0.06488294314381553,0.059866220735786804,0.13377926421404682,0.0,0.009040133779264214,0.020066889632107024,0.055852842809364284,0.0,0.020066889632107024,0.07324414715718844
sgp,0.006688963210702341,0.14682274247491495,0.05919732441471521,0.026755852842809364,0.05150501672240833,0.5906040268456376,0.0,0.12709030100334448,0.17391304347826086,0.006688963210702341,0.2785234899328859,0.033444816053511704,0.14046822742474915,0.33444816053511706,0.2140468227424749,0.013377926421404682,0.1605351170568562,0.013377926421404682,0.07391304347825904,0.020066889632107024,0.20066889632107024,0.2408026755852843,0.013377926421404682,0.01851839464882943,0.0,0.07357859531772576,0.29431438127090304,0.32441471571906355
sjc,0.24749163879598662,0.10367892976588629,0.0,0.08695652173913043,0.006688963210702341,0.03511705685618774,0.21739130434782608,0.04247491638796047,0.0,0.0,0.037190635451504826,0.10702341137123746,0.06688963210702341,0.04013377926421405,0.15719063545150502,0.04080267558528477,0.08494983277592251,0.0,0.013377926421404682,0.04046822742474955,0.1705685618729097,0.0,0.0528428093645484,0.026755852842809364,0.008989966555183946,0.0,0.0802675585284281,0.06020066889632145
syd,0.13043478260869565,12.327402135231317,12.163120567375886,0.06688963210702341,12.278571428571428,0.013377926421404682,0.2408026755852843,0.046822742474916385,0.006688963210702341,0.0,0.15384615384615385,0.10702341137123746,0.12709030100334448,0.06020066889632107,0.05551839464882952,0.006688963210702341,0.046822742474916385,0.026755852842809364,0.013377926421404682,0.0,0.006688963210702341,0.05351170568561873,0.0,0.12374581939799331,0.0,0.009043478260869566,0.4414715719063545,0.26421404682274247
tlv,0.11638795986622197,0.033444816053511704,0.013377926421404682,0.2204013377926422,0.0,0.006688963210702341,0.14648829431438026,0.06688963210702341,0.03678929765886288,0.0,0.06020066889632107,0.1307692307692321,0.11070234113712366,0.09230769230769115,0.4682274247491639,0.006688963210702341,0.020066889632107024,0.10969899665551891,0.09364548494983277,0.026755852842809364,0.046822742474916385,0.5083612040133779,0.013377926421404682,0.27424749163879597,0.11036789297658862,0.35451505016722407,0.01554515050167224,0.07357859531772576
yto,0.06086956521739288,0.013377926421404682,0.0,0.11204013377926117,0.006688963210702341,0.0628762541806023,0.06956521739130729,0.006688963210702341,0.07357859531772576,0.0,0.05819397993311082,0.06287625418060276,0.0,0.11036789297658862,0.0,0.0652173913043487,0.10000000000000082,0.046822742474916385,0.013377926421404682,0.06588628762541855,0.08361204013377926,0.006688963210702341,0.07157190635451322,0.3612040133779264,0.052842809364548916,0.14715719063545152,0.046822742474916385,0.0040234113712374585
