ams	b2e56b2b-268c-47ce-86e7-2e8581f14848	45.76.36.25	vc2-1c-1gb	confirmed
atl	2f8448a4-f110-484c-b306-14aacb4168f7	45.32.217.75	vc2-1c-1gb	confirmed
blr	a826f058-d7e4-4797-8493-6f984237a97a	139.84.212.2	vc2-1c-1gb	confirmed
ord	e87da921-8ebf-4012-8712-292db76935ef	64.177.12.77	vc2-1c-1gb	confirmed
dfw	bc9168e1-7785-47ba-86f7-27527eb2f863	149.28.254.227	vc2-1c-1gb	confirmed
del	3e9374db-25eb-4ef1-99d7-4275e78bea2d	139.84.163.75	vc2-1c-1gb	confirmed
fra	8a27bc1e-4ef0-4f2e-a376-b35c1176df07	45.63.116.67	vc2-1c-1gb	confirmed
hnl	15cd8552-b259-4774-a381-e663413874c5	208.83.234.255	vhp-1c-1gb-intel	confirmed
jnb	6adbda50-eb06-4abd-9b6a-53e5a3714e2a	139.84.244.82	vc2-1c-1gb	confirmed
lhr	c5c66439-6916-45ec-a3ff-6698ec9fe41b	95.179.230.176	vc2-1c-1gb	confirmed
lax	1f5c1bdb-aa6a-48e2-b18b-12e9763768d4	149.28.74.30	vc2-1c-1gb	confirmed
mad	33b13d43-5147-4ed4-bfa8-126365dcd423	65.20.98.139	vc2-1c-1gb	confirmed
man	6f816811-6558-47c9-aaa9-d5d77aad7cf4	64.176.179.202	vc2-1c-1gb	confirmed
mel	5a85d92c-3c5d-4b90-8a3c-dba7a16f419b	139.84.193.49	vc2-1c-1gb	confirmed
mia	a71a0579-3276-4fbd-a4d1-fe07e3ad86fe	144.202.47.251	vc2-1c-1gb	confirmed
mxp	a4d09623-8f30-4efe-9c2d-d55aa72979d1	66.245.207.11	voc-c-1c-2gb-25s-amd	confirmed
bom	d7e91bdc-dff6-4200-a439-298c46002641	65.20.79.209	vc2-1c-1gb	confirmed
ewr	5b7b4c97-dc85-478f-bfa7-0a31199d8687	207.246.82.142	vc2-1c-1gb	confirmed
itm	d08a02a2-5904-4927-b1f8-eed082d6d447	64.176.52.10	vc2-1c-1gb	confirmed
cdg	02d9244b-5d95-441f-9d19-ff48327692d0	95.179.209.31	vc2-1c-1gb	confirmed
scl	2fc9482a-2a9c-48ee-aa46-bbd57d62a196	64.176.19.182	vc2-1c-1gb	confirmed
sao	704e98a0-0fea-4496-82cb-901e09bb916e	216.128.168.194	vc2-1c-1gb	confirmed
sea	b07c3e5c-4440-44e1-9110-7ff4f138c285	45.76.240.194	vc2-1c-1gb	confirmed
icn	fc54dc29-b8a9-4c9d-af0e-7bd1a5f852ca	158.247.201.5	vc2-1c-1gb	confirmed
sjc	bcca4436-9cfe-42c5-9f70-073d21f6dd4f	149.28.212.207	vc2-1c-1gb	confirmed
sgp	d4f88aa9-be03-4af8-8b8c-bac0cb96dc75	45.77.46.58	vc2-1c-1gb	confirmed
sto	57aace2a-5d79-4af8-8c03-8b8bf60e3b4a	70.34.201.243	vc2-1c-1gb	confirmed
syd	867089cc-1e16-48e8-b796-a84eb1b30202	108.61.213.95	vc2-1c-1gb	confirmed
tlv	5a4c5025-9543-4680-8136-5eee66fb9078	64.177.70.39	vc2-1c-1gb	confirmed
